step,loss
216,0.303397
217,0.343982
218,0.339440
219,0.314598
220,0.330727
221,0.326515
222,0.323576
223,0.309052
224,0.306399
225,0.330498
226,0.328885
227,0.345425
228,0.313516
229,0.321712
230,0.326627
231,0.321636
232,0.322109
233,0.321049
234,0.312905
235,0.330153
236,0.314742
237,0.314403
238,0.332088
239,0.327478
240,0.305206
241,0.312627
242,0.301514
243,0.296182
244,0.333857
245,0.325450
246,0.339467
247,0.312290
248,0.329495
249,0.308743
250,0.306072
251,0.334350
252,0.306936
253,0.331337
254,0.308521
255,0.316109
256,0.310624
257,0.298276
258,0.308881
259,0.328102
260,0.310526
261,0.316146
262,0.339675
263,0.305602
264,0.303642
265,0.313997
266,0.324505
267,0.299729
268,0.310824
269,0.322610
270,0.300832
271,0.321971
272,0.297184
273,0.325946
274,0.310885
275,0.301081
276,0.311648
277,0.329141
278,0.301470
279,0.304150
280,0.329583
281,0.308563
282,0.296924
283,0.314037
284,0.309494
285,0.302608
286,0.297396
287,0.316242
288,0.312440
289,0.304202
290,0.322068
291,0.315344
292,0.315880
293,0.325800
294,0.305079
295,0.304023
296,0.319401
297,0.299268
298,0.317005
299,0.303343
300,0.286574
301,0.323145
302,0.315363
303,0.293323
304,0.330722
305,0.333066
306,0.306937
307,0.294297
308,0.318709
309,0.306477
310,0.301197
311,0.293229
312,0.304511
313,0.316559
314,0.281197
315,0.297058
316,0.301966
317,0.287970
318,0.316227
319,0.291544
320,0.317515
321,0.294653
322,0.319826
323,0.305599
324,0.318028
325,0.300200
326,0.298380
327,0.292048
328,0.327142
329,0.321485
330,0.303634
331,0.301177
332,0.307935
333,0.321992
334,0.306226
335,0.292372
336,0.300856
337,0.293014
338,0.297808
339,0.317344
340,0.305863
341,0.297330
342,0.307225
343,0.299583
344,0.297165
345,0.278553
346,0.309535
347,0.300480
348,0.286865
349,0.299866
350,0.290379
351,0.294039
352,0.306198
353,0.303750
354,0.298097
355,0.314337
356,0.287504
357,0.284734
358,0.292968
359,0.281080
360,0.303115
361,0.301508
362,0.302692
363,0.303640
364,0.281835
365,0.302102
366,0.309760
367,0.288078
368,0.276156
369,0.295475
370,0.313563
371,0.279166
372,0.290184
373,0.294862
374,0.299785
375,0.282587
376,0.277273
377,0.272203
378,0.269614
379,0.286360
380,0.305774
381,0.303236
382,0.297561
383,0.292212
384,0.301719
385,0.298003
386,0.319156
387,0.310310
388,0.292853
389,0.287497
390,0.297617
391,0.292462
392,0.285546
393,0.322485
394,0.300145
395,0.301528
396,0.294628
397,0.278094
398,0.260019
399,0.292327
400,0.288412
401,0.283051
402,0.298062
403,0.298767
404,0.286429
405,0.277878
406,0.294664
407,0.286516
408,0.303849
409,0.285152
410,0.276853
411,0.277675
412,0.268179
413,0.287998
414,0.302143
415,0.284126
416,0.278245
417,0.283008
418,0.267023
419,0.285107
420,0.290180
421,0.266699
422,0.278107
423,0.267491
424,0.292962
425,0.292255
426,0.312876
427,0.283280
428,0.277228
429,0.271929
430,0.287351
431,0.274289
432,0.259245
433,0.278753
434,0.283434
435,0.277367
436,0.265232
437,0.285020
438,0.268697
439,0.295689
440,0.264723
441,0.296319
442,0.282576
443,0.312076
444,0.294820
445,0.276204
446,0.262442
447,0.266398
448,0.287391
449,0.262570
450,0.280276
451,0.282033
452,0.295776
453,0.257581
454,0.263991
455,0.291014
456,0.292076
457,0.278254
458,0.294962
459,0.273805
460,0.310292
461,0.299959
462,0.266118
463,0.277995
464,0.278113
465,0.297393
466,0.259099
467,0.271363
468,0.275291
469,0.267606
470,0.285896
471,0.283188
472,0.264353
473,0.269353
474,0.277130
475,0.287769
476,0.260728
477,0.287408
478,0.265539
479,0.274225
480,0.279088
481,0.293113
482,0.276852
483,0.270705
484,0.264280
485,0.264385
486,0.291348
487,0.283872
488,0.279128
489,0.268715
490,0.260119
491,0.256554
492,0.255300
493,0.293820
494,0.273447
495,0.277970
496,0.276573
497,0.273915
498,0.272482
499,0.293285
500,0.256321
501,0.289402
502,0.262432
503,0.261258
504,0.260455
505,0.269952
506,0.252751
507,0.275461
508,0.264229
509,0.275265
510,0.261280
511,0.265007
512,0.283523
513,0.254800
514,0.268767
515,0.283958
516,0.267714
517,0.269179
518,0.272008
519,0.264333
520,0.254609
521,0.277878
522,0.263471
523,0.261402
524,0.268802
525,0.262065
526,0.270871
527,0.265876
528,0.253038
529,0.258638
530,0.278178
531,0.259011
532,0.260597
533,0.266594
534,0.266792
535,0.269264
536,0.250858
537,0.265252
538,0.278466
539,0.271422
540,0.258406
541,0.285139
542,0.267849
543,0.279273
544,0.285433
545,0.250910
546,0.266789
547,0.253645
548,0.250663
549,0.257132
550,0.258492
551,0.254651
552,0.264174
553,0.229147
554,0.258464
555,0.238247
556,0.265076
557,0.271342
558,0.271931
559,0.259116
560,0.238941
561,0.266005
562,0.249657
563,0.242160
564,0.240437
565,0.265375
566,0.260033
567,0.251538
568,0.257547
569,0.244480
570,0.256177
571,0.256108
572,0.258871
573,0.233015
574,0.236956
575,0.257813
576,0.229400
577,0.258182
578,0.237794
579,0.240151
580,0.245262
581,0.282579
582,0.247486
583,0.250742
584,0.239734
585,0.244791
586,0.248743
587,0.234933
588,0.238053
589,0.263537
590,0.258774
591,0.268333
592,0.236394
593,0.247956
594,0.241813
595,0.272149
596,0.238525
597,0.249645
598,0.240890
599,0.251724
600,0.246145
601,0.245213
602,0.249262
603,0.255245
604,0.260036
605,0.261182
606,0.246367
607,0.224419
608,0.246866
609,0.245773
610,0.261330
611,0.222183
612,0.269552
613,0.222393
614,0.240557
615,0.247942
616,0.226145
617,0.223973
618,0.240611
619,0.241534
620,0.225155
621,0.242456
622,0.223863
623,0.244953
624,0.259817
625,0.233682
626,0.217548
627,0.249050
628,0.258099
629,0.254750
630,0.223278
631,0.230335
632,0.249826
633,0.223773
634,0.207571
635,0.233956
636,0.245686
637,0.246857
638,0.219531
639,0.245988
640,0.220523
641,0.233857
642,0.235884
643,0.230080
644,0.241076
645,0.231374
646,0.244899
647,0.220045
648,0.235558
649,0.235535
650,0.221619
651,0.220296
652,0.222368
653,0.255030
654,0.218786
655,0.230583
656,0.215740
657,0.216011
658,0.230017
659,0.235151
660,0.224898
661,0.222654
662,0.229062
663,0.220513
664,0.235011
665,0.234686
666,0.233336
667,0.239477
668,0.216272
669,0.222328
670,0.223440
671,0.241049
672,0.232625
673,0.236324
674,0.212701
675,0.227377
676,0.236758
677,0.222316
678,0.230370
679,0.212765
680,0.222882
681,0.227658
682,0.225031
683,0.232996
684,0.225356
685,0.219488
686,0.218855
687,0.217878
688,0.234564
689,0.226458
690,0.238802
691,0.232604
692,0.220228
693,0.237256
694,0.225602
695,0.205703
696,0.213719
697,0.222100
698,0.231619
699,0.210674
700,0.216614
701,0.211270
702,0.220307
703,0.212311
704,0.232079
705,0.230924
706,0.208089
707,0.218276
708,0.220876
709,0.217263
710,0.219115
711,0.213837
712,0.214961
713,0.216730
714,0.218097
715,0.209934
716,0.231658
717,0.224256
718,0.189031
719,0.222023
720,0.231747
721,0.221245
722,0.224093
723,0.220327
724,0.222290
725,0.217829
726,0.206487
727,0.208516
728,0.218861
729,0.200545
730,0.202992
731,0.232201
732,0.198701
733,0.212454
734,0.217827
735,0.221467
736,0.205641
737,0.206282
738,0.219570
739,0.205661
740,0.194620
741,0.208916
742,0.208471
743,0.195026
744,0.205858
745,0.211993
746,0.231146
747,0.199805
748,0.202322
749,0.220967
750,0.202792
751,0.215589
752,0.198725
753,0.202973
754,0.199334
755,0.192489
756,0.195487
757,0.203277
758,0.200259
759,0.198943
760,0.209772
761,0.198497
762,0.208908
763,0.196155
764,0.204155
765,0.208235
766,0.200333
767,0.187189
768,0.198499
769,0.200208
770,0.186380
771,0.199671
772,0.209363
773,0.208339
774,0.202421
775,0.186463
776,0.188590
777,0.199543
778,0.188815
779,0.204756
780,0.199222
781,0.209235
782,0.200244
783,0.209222
784,0.199548
785,0.202996
786,0.190933
787,0.177777
788,0.199272
789,0.186543
790,0.190482
791,0.177642
792,0.186841
793,0.202017
794,0.188318
795,0.201276
796,0.187973
797,0.185576
798,0.192935
799,0.188718
800,0.203815
801,0.186841
802,0.204779
803,0.180574
804,0.178856
805,0.193526
806,0.193313
807,0.184450
808,0.208517
809,0.183314
810,0.166497
811,0.183116
812,0.184277
813,0.177240
814,0.196321
815,0.192030
816,0.176173
817,0.176802
818,0.177156
819,0.174916
820,0.198876
821,0.199876
822,0.196340
823,0.175784
824,0.180558
825,0.172778
826,0.180719
827,0.199608
828,0.176833
829,0.180711
830,0.185190
831,0.183687
832,0.170567
833,0.185401
834,0.180217
835,0.179292
836,0.174246
837,0.180937
838,0.186763
839,0.180725
840,0.183280
841,0.187790
842,0.170241
843,0.168274
844,0.186236
845,0.176052
846,0.160256
847,0.197693
848,0.169633
849,0.163076
850,0.185598
851,0.178706
852,0.170126
853,0.169235
854,0.167492
855,0.167144
856,0.161134
857,0.175659
858,0.177515
859,0.167894
860,0.168750
861,0.167197
862,0.167494
863,0.165810
864,0.167871
865,0.162315
866,0.178989
867,0.168949
868,0.162145
869,0.170639
870,0.165502
871,0.155765
872,0.155348
873,0.166896
874,0.161453
875,0.161458
876,0.158664
877,0.157853
878,0.162842
879,0.160588
880,0.167494
881,0.154145
882,0.160542
883,0.153271
884,0.175906
885,0.170701
886,0.158078
887,0.167090
888,0.167725
889,0.156779
890,0.157845
891,0.159572
892,0.153564
893,0.151056
894,0.161747
895,0.162806
896,0.171798
897,0.153696
898,0.162768
899,0.157249
900,0.160947
901,0.156559
902,0.161856
903,0.143269
904,0.161200
905,0.144007
906,0.149569
907,0.155856
908,0.164686
909,0.159350
910,0.155954
911,0.165320
912,0.160139
913,0.152566
914,0.154823
915,0.161674
916,0.170980
917,0.156708
918,0.153592
919,0.161050
920,0.147382
921,0.163330
922,0.147519
923,0.159500
924,0.154887
925,0.148649
926,0.154919
927,0.152667
928,0.140774
929,0.162869
930,0.159037
931,0.154333
932,0.141358
933,0.157578
934,0.154122
935,0.148116
936,0.155907
937,0.149573
938,0.149742
939,0.139015
940,0.149867
941,0.149080
942,0.149876
943,0.151819
944,0.144686
945,0.154392
946,0.143250
947,0.135514
948,0.144374
949,0.144099
950,0.151224
951,0.151479
952,0.139949
953,0.138524
954,0.143007
955,0.134995
956,0.148879
957,0.134059
958,0.143535
959,0.147560
960,0.135460
961,0.153085
962,0.141233
963,0.147572
964,0.132113
965,0.139145
966,0.143603
967,0.141653
968,0.143688
969,0.150900
970,0.133201
971,0.149032
972,0.129212
973,0.124767
974,0.140092
975,0.126647
976,0.140124
977,0.139904
978,0.135069
979,0.128597
980,0.140095
981,0.140056
982,0.137794
983,0.136682
984,0.142136
985,0.136095
986,0.137527
987,0.135775
988,0.121025
989,0.141832
990,0.135966
991,0.125024
992,0.118791
993,0.158612
994,0.136083
995,0.139343
996,0.135664
997,0.125088
998,0.137647
999,0.124570
1000,0.139905
1001,0.132666
1002,0.138432
1003,0.126095
1004,0.136875
1005,0.129402
1006,0.127888
1007,0.128310
1008,0.137049
1009,0.123083
1010,0.134343
1011,0.134185
1012,0.124140
1013,0.128679
1014,0.132224
1015,0.129214
1016,0.115463
1017,0.128922
1018,0.133916
1019,0.124288
1020,0.129400
1021,0.119028
1022,0.127206
1023,0.117960
1024,0.121914
1025,0.126100
1026,0.126060
1027,0.126625
1028,0.123638
1029,0.127867
1030,0.129943
1031,0.124841
1032,0.124374
1033,0.120400
1034,0.129361
1035,0.128835
1036,0.125290
1037,0.129209
1038,0.133798
1039,0.132532
1040,0.125801
1041,0.115780
1042,0.121710
1043,0.125922
1044,0.112061
1045,0.123252
1046,0.119197
1047,0.123792
1048,0.131189
1049,0.122242
1050,0.109034
1051,0.124165
1052,0.117904
1053,0.129557
1054,0.113180
1055,0.118497
1056,0.115330
1057,0.117077
1058,0.118875
1059,0.116037
1060,0.120295
1061,0.123300
1062,0.127487
1063,0.117223
1064,0.115075
1065,0.120140
1066,0.129635
1067,0.122782
1068,0.129646
1069,0.121447
1070,0.124064
1071,0.124954
1072,0.113295
1073,0.122929
1074,0.106131
1075,0.119043
1076,0.113375
1077,0.113371
1078,0.115634
1079,0.105566
1080,0.113769
1081,0.117782
1082,0.119921
1083,0.104441
1084,0.119918
1085,0.117119
1086,0.115166
1087,0.112690
1088,0.116179
1089,0.112832
1090,0.109634
1091,0.112775
1092,0.110569
1093,0.120087
1094,0.115401
1095,0.112853
1096,0.111546
1097,0.117834
1098,0.110816
1099,0.108895
1100,0.103392
1101,0.111879
1102,0.109081
1103,0.103686
1104,0.126848
1105,0.112248
1106,0.110040
1107,0.115950
1108,0.113129
1109,0.111144
1110,0.106474
1111,0.107032
1112,0.111132
1113,0.104355
1114,0.104400
1115,0.109772
1116,0.112576
1117,0.104740
1118,0.106599
1119,0.106946
1120,0.109661
1121,0.100605
1122,0.108320
1123,0.104855
1124,0.110693
1125,0.102647
1126,0.114028
1127,0.102291
1128,0.106633
1129,0.109721
1130,0.111307
1131,0.114709
1132,0.109277
1133,0.105434
1134,0.100761
1135,0.104176
1136,0.110255
1137,0.103626
1138,0.109026
1139,0.101936
1140,0.095884
1141,0.106228
1142,0.107415
1143,0.095708
1144,0.106101
1145,0.112723
1146,0.111462
1147,0.113834
1148,0.109623
1149,0.098010
1150,0.105650
1151,0.107625
1152,0.096839
1153,0.109075
1154,0.098452
1155,0.104230
1156,0.103196
1157,0.111282
1158,0.103685
1159,0.104621
1160,0.099183
1161,0.103237
1162,0.099679
1163,0.098369
1164,0.105916
1165,0.095047
1166,0.098553
1167,0.106924
1168,0.103218
1169,0.100775
1170,0.103839
1171,0.102732
1172,0.101525
1173,0.099552
1174,0.100186
1175,0.105601
1176,0.102219
1177,0.101811
1178,0.099796
1179,0.108153
1180,0.099063
1181,0.097194
1182,0.101923
1183,0.102385
1184,0.094460
1185,0.102030
1186,0.109137
1187,0.101277
1188,0.100381
1189,0.101765
1190,0.103610
1191,0.108543
1192,0.100061
1193,0.101843
1194,0.098781
1195,0.093945
1196,0.091353
1197,0.103709
1198,0.104474
1199,0.107711
1200,0.097247
1201,0.099205
1202,0.098140
1203,0.106440
1204,0.099049
1205,0.096518
1206,0.094682
1207,0.101360
1208,0.094965
1209,0.099383
1210,0.094912
1211,0.102424
1212,0.098385
1213,0.095751
1214,0.095491
1215,0.103030
1216,0.096605
1217,0.095531
1218,0.100444
1219,0.094236
1220,0.103173
1221,0.095755
1222,0.093467
1223,0.099970
1224,0.099097
1225,0.096409
1226,0.094586
1227,0.102531
1228,0.088667
1229,0.095669
1230,0.096635
1231,0.090857
1232,0.104476
1233,0.098650
1234,0.088056
1235,0.105512
1236,0.103691
1237,0.094018
1238,0.099427
1239,0.100192
1240,0.091508
1241,0.094554
1242,0.099543
1243,0.097844
1244,0.097347
1245,0.100628
1246,0.087039
1247,0.092906
1248,0.094143
1249,0.096679
1250,0.092756
1251,0.100242
1252,0.093382
1253,0.097897
1254,0.092165
1255,0.094165
1256,0.097043
1257,0.096005
1258,0.087564
1259,0.092332
1260,0.093226
1261,0.091990
1262,0.088232
1263,0.097938
1264,0.093153
1265,0.084076
1266,0.088973
1267,0.093785
1268,0.096626
1269,0.090068
1270,0.094422
1271,0.096685
1272,0.092765
1273,0.094981
1274,0.107531
1275,0.091303
1276,0.087674
1277,0.089022
1278,0.093514
1279,0.092171
1280,0.091483
1281,0.094758
1282,0.093202
1283,0.097639
1284,0.097064
1285,0.086714
1286,0.094905
1287,0.084010
1288,0.091083
1289,0.090738
1290,0.096019
1291,0.096204
1292,0.090206
1293,0.088918
1294,0.092509
1295,0.090677
1296,0.081048
1297,0.089298
1298,0.091172
1299,0.086772
1300,0.091885
1301,0.095269
1302,0.087480
1303,0.087957
1304,0.086429
1305,0.084559
1306,0.094117
1307,0.086581
1308,0.086495
1309,0.098958
1310,0.088601
1311,0.084339
1312,0.096108
1313,0.101026
1314,0.090742
1315,0.088940
1316,0.094259
1317,0.094565
1318,0.093682
1319,0.086189
1320,0.091568
1321,0.090912
1322,0.094303
1323,0.096438
1324,0.088663
1325,0.085019
1326,0.093087
1327,0.092174
1328,0.090453
1329,0.087294
1330,0.088662
1331,0.087975
1332,0.092224
1333,0.084944
1334,0.085603
1335,0.082091
1336,0.091617
1337,0.087654
1338,0.089502
1339,0.084889
1340,0.083042
1341,0.089447
1342,0.084345
1343,0.089621
1344,0.090327
1345,0.084536
1346,0.098979
1347,0.087664
1348,0.086664
1349,0.088889
1350,0.088615
1351,0.092016
1352,0.086177
1353,0.090364
1354,0.085720
1355,0.091250
1356,0.087041
1357,0.091727
1358,0.087378
1359,0.081574
1360,0.090882
1361,0.083330
1362,0.087186
1363,0.089468
1364,0.087506
1365,0.085368
1366,0.080223
1367,0.085742
1368,0.081743
1369,0.078836
1370,0.082276
1371,0.080557
1372,0.078590
1373,0.084511
1374,0.085939
1375,0.088604
1376,0.085282
1377,0.082043
1378,0.085301
1379,0.087192
1380,0.088695
1381,0.087046
1382,0.081531
1383,0.089421
1384,0.085486
1385,0.083126
1386,0.086210
1387,0.082624
1388,0.080742
1389,0.081001
1390,0.083897
1391,0.091020
1392,0.084560
1393,0.085508
1394,0.080694
1395,0.082597
1396,0.080258
1397,0.082118
1398,0.083908
1399,0.083431
1400,0.081850
1401,0.079099
1402,0.081202
1403,0.077310
1404,0.078871
1405,0.082681
1406,0.087328
1407,0.081012
1408,0.082856
1409,0.084502
1410,0.082654
1411,0.083206
1412,0.082486
1413,0.087522
1414,0.079542
1415,0.089448
1416,0.080693
1417,0.079885
1418,0.086836
1419,0.082958
1420,0.079545
1421,0.083545
1422,0.080085
1423,0.079787
1424,0.086303
1425,0.087762
1426,0.091820
1427,0.086127
1428,0.085230
1429,0.081040
1430,0.084430
1431,0.085782
1432,0.084622
1433,0.083772
1434,0.082734
1435,0.082034
1436,0.076865
1437,0.077450
1438,0.081664
1439,0.078444
1440,0.083756
1441,0.076792
1442,0.082554
1443,0.077676
1444,0.079404
1445,0.079908
1446,0.085201
1447,0.083791
1448,0.082045
1449,0.085258
1450,0.082147
1451,0.078260
1452,0.082244
1453,0.082784
1454,0.080575
1455,0.075172
1456,0.083004
1457,0.084469
1458,0.080122
1459,0.077037
1460,0.073913
1461,0.075602
1462,0.085762
1463,0.084724
1464,0.080698
1465,0.076805
1466,0.082898
1467,0.081931
1468,0.078495
1469,0.086554
1470,0.083274
1471,0.086869
1472,0.074637
1473,0.080221
1474,0.077105
1475,0.078290
1476,0.083226
1477,0.082491
1478,0.082536
1479,0.077864
1480,0.075787
1481,0.075058
1482,0.075125
1483,0.073750
1484,0.083092
1485,0.076280
1486,0.075608
1487,0.081718
1488,0.077656
1489,0.078360
1490,0.077542
1491,0.079725
1492,0.078117
1493,0.083880
1494,0.075074
1495,0.074864
1496,0.075593
1497,0.071498
1498,0.076736
1499,0.075897
1500,0.076179
1501,0.075550
1502,0.076705
1503,0.076908
1504,0.071746
1505,0.077197
1506,0.078813
1507,0.079791
1508,0.080043
1509,0.072187
1510,0.079922
1511,0.071054
1512,0.077739
1513,0.078353
1514,0.078900
1515,0.080636
1516,0.076958
1517,0.076536
1518,0.075960
1519,0.077242
1520,0.080319
1521,0.077092
1522,0.074051
1523,0.083766
1524,0.072979
1525,0.072750
1526,0.078792
1527,0.078968
1528,0.073816
1529,0.077549
1530,0.079828
1531,0.069848
1532,0.072766
1533,0.080232
1534,0.078927
1535,0.080727
1536,0.073696
1537,0.073925
1538,0.073945
1539,0.075506
1540,0.078603
1541,0.085100
1542,0.076992
1543,0.072755
1544,0.072744
1545,0.079765
1546,0.076369
1547,0.075296
1548,0.079926
1549,0.073049
1550,0.074760
1551,0.073620
1552,0.071890
1553,0.077464
1554,0.076314
1555,0.072076
1556,0.074277
1557,0.075378
1558,0.071854
1559,0.077801
1560,0.079705
1561,0.074545
1562,0.075848
1563,0.078552
1564,0.076246
1565,0.072236
1566,0.075174
1567,0.078251
1568,0.077760
1569,0.073222
1570,0.072435
1571,0.074698
1572,0.079168
1573,0.077238
1574,0.077152
1575,0.076676
1576,0.082208
1577,0.076678
1578,0.072022
1579,0.069797
1580,0.076408
1581,0.078347
1582,0.076484
1583,0.075085
1584,0.079634
1585,0.073226
1586,0.073519
1587,0.073080
1588,0.074554
1589,0.073992
1590,0.071692
1591,0.070790
1592,0.076578
1593,0.074281
1594,0.073066
1595,0.069263
1596,0.074074
1597,0.074937
1598,0.083136
1599,0.075789
1600,0.072370
1601,0.073407
1602,0.077315
1603,0.074924
1604,0.078639
1605,0.073959
1606,0.074517
1607,0.076190
1608,0.073279
1609,0.074888
1610,0.071811
1611,0.068734
1612,0.069350
1613,0.074475
1614,0.071193
1615,0.076330
1616,0.075704
1617,0.074436
1618,0.071311
1619,0.071974
1620,0.069681
1621,0.071452
1622,0.073405
1623,0.070159
1624,0.071830
1625,0.076308
1626,0.076544
1627,0.073829
1628,0.069168
1629,0.076671
1630,0.073954
1631,0.067967
1632,0.075042
1633,0.073231
1634,0.072833
1635,0.070283
1636,0.069432
1637,0.075820
1638,0.073620
1639,0.070290
1640,0.070243
1641,0.076112
1642,0.072761
1643,0.075864
1644,0.067245
1645,0.076702
1646,0.070805
1647,0.070159
1648,0.071559
1649,0.077270
1650,0.074152
1651,0.070101
1652,0.075399
1653,0.070428
1654,0.073312
1655,0.069675
1656,0.069190
1657,0.071516
1658,0.070593
1659,0.076094
1660,0.074074
1661,0.077890
1662,0.074349
1663,0.066893
1664,0.074297
1665,0.067067
1666,0.063364
1667,0.074723
1668,0.072377
1669,0.065756
1670,0.078446
1671,0.071039
1672,0.073350
1673,0.069055
1674,0.072579
1675,0.068677
1676,0.073358
1677,0.070349
1678,0.068614
1679,0.069599
1680,0.066594
1681,0.068435
1682,0.073264
1683,0.065774
1684,0.069886
1685,0.072262
1686,0.073813
1687,0.070355
1688,0.072657
1689,0.073276
1690,0.066820
1691,0.071142
1692,0.072435
1693,0.069455
1694,0.067615
1695,0.069590
1696,0.070465
1697,0.069005
1698,0.066091
1699,0.070846
1700,0.069877
1701,0.074720
1702,0.067709
1703,0.067380
1704,0.073380
1705,0.073237
1706,0.069210
1707,0.067874
1708,0.072821
1709,0.073552
1710,0.066409
1711,0.067411
1712,0.068352
1713,0.071907
1714,0.068219
1715,0.068232
1716,0.066691
1717,0.068323
1718,0.068601
1719,0.072426
1720,0.067655
1721,0.069537
1722,0.066930
1723,0.072053
1724,0.065033
1725,0.068664
1726,0.067911
1727,0.071592
1728,0.063688
1729,0.070976
1730,0.067745
1731,0.068475
1732,0.070066
1733,0.068512
1734,0.068079
1735,0.063950
1736,0.069454
1737,0.072281
1738,0.066934
1739,0.066652
1740,0.067363
1741,0.065704
1742,0.072942
1743,0.065677
1744,0.063955
1745,0.065897
1746,0.068082
1747,0.069531
1748,0.068432
1749,0.065963
1750,0.068463
1751,0.063013
1752,0.070610
1753,0.070212
1754,0.067551
1755,0.066404
1756,0.069885
1757,0.070795
1758,0.069515
1759,0.063743
1760,0.067332
1761,0.063738
1762,0.065427
1763,0.062831
1764,0.068033
1765,0.067020
1766,0.068722
1767,0.061339
1768,0.064843
1769,0.067870
1770,0.067433
1771,0.066332
1772,0.066252
1773,0.068683
1774,0.076401
1775,0.063910
1776,0.059584
1777,0.060870
1778,0.063588
1779,0.062196
1780,0.066935
1781,0.068151
1782,0.071557
1783,0.068215
1784,0.070200
1785,0.065748
1786,0.066686
1787,0.067246
1788,0.068919
1789,0.072430
1790,0.072205
1791,0.070796
1792,0.067787
1793,0.068871
1794,0.069519
1795,0.066432
1796,0.064805
1797,0.064137
1798,0.070662
1799,0.073685
1800,0.070276
1801,0.064371
1802,0.071825
1803,0.064420
1804,0.067640
1805,0.069474
1806,0.069651
1807,0.062015
1808,0.064911
1809,0.061621
1810,0.072503
1811,0.062900
1812,0.063626
1813,0.064096
1814,0.064713
1815,0.066074
1816,0.065416
1817,0.064170
1818,0.064621
1819,0.066943
1820,0.063832
1821,0.063662
1822,0.070577
1823,0.065968
1824,0.068092
1825,0.061822
1826,0.064987
1827,0.064009
1828,0.059071
1829,0.066388
1830,0.067757
1831,0.067007
1832,0.063567
1833,0.066567
1834,0.068082
1835,0.068455
1836,0.062878
1837,0.067634
1838,0.068466
1839,0.064123
1840,0.066825
1841,0.060056
1842,0.069474
1843,0.063945
1844,0.065132
1845,0.064017
1846,0.067017
1847,0.068208
1848,0.066260
1849,0.060914
1850,0.064921
1851,0.062340
1852,0.072610
1853,0.065732
1854,0.060487
1855,0.067064
1856,0.061065
1857,0.067630
1858,0.061874
1859,0.060621
1860,0.065574
1861,0.061529
1862,0.061952
1863,0.061471
1864,0.066515
1865,0.068269
1866,0.066905
1867,0.061814
1868,0.062394
1869,0.061266
1870,0.068547
1871,0.063571
1872,0.061496
1873,0.065595
