step,loss
452,0.262354
453,0.290202
454,0.285446
455,0.277826
456,0.263942
457,0.279529
458,0.283775
459,0.271881
460,0.302397
461,0.287492
462,0.278796
463,0.256649
464,0.256227
465,0.287731
466,0.271347
467,0.266329
468,0.279221
469,0.299316
470,0.270283
471,0.280808
472,0.275627
473,0.292675
474,0.297011
475,0.277844
476,0.283830
477,0.272331
478,0.236747
479,0.261274
480,0.280711
481,0.294196
482,0.272464
483,0.280408
484,0.266459
485,0.292412
486,0.262707
487,0.272175
488,0.246998
489,0.278430
490,0.282929
491,0.290427
492,0.262479
493,0.227502
494,0.281215
495,0.270322
496,0.264777
497,0.273727
498,0.301674
499,0.269575
500,0.287009
501,0.274626
502,0.263272
503,0.275483
504,0.279138
505,0.252621
506,0.261301
507,0.264946
508,0.265316
509,0.267253
510,0.280873
511,0.255584
512,0.277801
513,0.246344
514,0.258916
515,0.261553
516,0.267310
517,0.260192
518,0.236725
519,0.273747
520,0.261041
521,0.230727
522,0.249443
523,0.285653
524,0.282120
525,0.259946
526,0.285514
527,0.264604
528,0.265603
529,0.265159
530,0.246388
531,0.237006
532,0.240899
533,0.269067
534,0.272137
535,0.253031
536,0.233644
537,0.252369
538,0.254281
539,0.283589
540,0.259031
541,0.256643
542,0.262610
543,0.267570
544,0.290535
545,0.230288
546,0.265473
547,0.271805
548,0.246749
549,0.222329
550,0.295393
551,0.248695
552,0.281388
553,0.255287
554,0.207321
555,0.258010
556,0.258324
557,0.259127
558,0.262614
559,0.259008
560,0.254068
561,0.276926
562,0.243034
563,0.250759
564,0.247019
565,0.252007
566,0.255800
567,0.264875
568,0.241292
569,0.230788
570,0.232550
571,0.250337
572,0.287566
573,0.249102
574,0.247162
575,0.244838
576,0.268050
577,0.254131
578,0.266185
579,0.277321
580,0.260883
581,0.261564
582,0.266775
583,0.257041
584,0.228622
585,0.267334
586,0.263438
587,0.232408
588,0.248676
589,0.263379
590,0.253910
591,0.228124
592,0.264183
593,0.232514
594,0.242396
595,0.243174
596,0.256745
597,0.280596
598,0.260982
599,0.255774
600,0.242942
601,0.254465
602,0.278863
603,0.259035
604,0.240293
605,0.239957
606,0.235877
607,0.264349
608,0.209605
609,0.235249
610,0.243404
611,0.246236
612,0.257169
613,0.243443
614,0.235877
615,0.235070
616,0.217209
617,0.246364
618,0.247857
619,0.247100
620,0.249942
621,0.241799
622,0.246008
623,0.255248
624,0.259662
625,0.234853
626,0.236160
627,0.241103
628,0.218380
629,0.224079
630,0.208433
631,0.224901
632,0.241447
633,0.235590
634,0.255264
635,0.224705
636,0.228577
637,0.230166
638,0.241159
639,0.225463
640,0.213629
641,0.233208
642,0.245455
643,0.233545
644,0.243398
645,0.229331
646,0.230408
647,0.209573
648,0.232095
649,0.223804
650,0.218010
651,0.236256
652,0.243567
653,0.219591
654,0.244113
655,0.230834
656,0.247203
657,0.232370
658,0.214334
659,0.222376
660,0.220936
661,0.220311
662,0.233661
663,0.223085
664,0.238973
665,0.239440
666,0.233999
667,0.232368
668,0.200885
669,0.207724
670,0.215521
671,0.234021
672,0.227334
673,0.223302
674,0.225965
675,0.231376
676,0.225668
677,0.234951
678,0.219941
679,0.217637
680,0.221470
681,0.227683
682,0.217093
683,0.229773
684,0.215847
685,0.233213
686,0.218454
687,0.208115
688,0.213338
689,0.232737
690,0.224791
691,0.213656
692,0.232241
693,0.223133
694,0.232066
695,0.237197
696,0.202671
697,0.208509
698,0.216965
699,0.225903
700,0.210239
701,0.208733
702,0.205297
703,0.235814
704,0.218922
705,0.203338
706,0.219197
707,0.213220
708,0.214685
709,0.204468
710,0.219131
711,0.229144
712,0.212102
713,0.209087
714,0.202573
715,0.215532
716,0.216727
717,0.209761
718,0.225048
719,0.211827
720,0.221048
721,0.216849
722,0.230106
723,0.213515
724,0.211407
725,0.206800
726,0.201257
727,0.193735
728,0.219775
729,0.198482
730,0.213886
731,0.209062
732,0.206874
733,0.184294
734,0.196377
735,0.199047
736,0.213196
737,0.204259
738,0.189995
739,0.199211
740,0.203037
741,0.213505
742,0.205528
743,0.203534
744,0.191174
745,0.197223
746,0.205440
747,0.193210
748,0.192644
749,0.203162
750,0.199571
751,0.185756
752,0.170417
753,0.199122
754,0.199464
755,0.201405
756,0.215210
757,0.206988
758,0.193048
759,0.204915
760,0.193280
761,0.227928
762,0.162337
763,0.181921
764,0.183296
765,0.210907
766,0.185635
767,0.179109
768,0.188445
769,0.203722
770,0.191345
771,0.192921
772,0.207172
773,0.202565
774,0.169618
775,0.187454
776,0.218781
777,0.217676
778,0.179286
779,0.170958
780,0.173995
781,0.188177
782,0.197278
783,0.187598
784,0.185194
785,0.174837
786,0.190431
787,0.188694
788,0.179732
789,0.187964
790,0.174926
791,0.171508
792,0.180370
793,0.189317
794,0.172484
795,0.194006
796,0.184788
797,0.163541
798,0.178973
799,0.168466
800,0.159265
801,0.190824
802,0.170186
803,0.192705
804,0.190542
805,0.182532
806,0.177450
807,0.192627
808,0.191187
809,0.190849
810,0.189945
811,0.185121
812,0.173100
813,0.183840
814,0.188110
815,0.178500
816,0.178133
817,0.175899
818,0.172905
819,0.161372
820,0.190075
821,0.156693
822,0.188217
823,0.175448
824,0.182691
825,0.176359
826,0.191962
827,0.163847
828,0.180445
829,0.164284
830,0.164058
831,0.169582
832,0.164771
833,0.163868
834,0.177195
835,0.173368
836,0.177095
837,0.174317
838,0.183650
839,0.181449
840,0.160509
841,0.174042
842,0.168315
843,0.173491
844,0.186519
845,0.167625
846,0.172583
847,0.163248
848,0.166812
849,0.157614
850,0.156752
851,0.162152
852,0.150524
853,0.171245
854,0.172818
855,0.153297
856,0.164260
857,0.178011
858,0.148660
859,0.168855
860,0.174134
861,0.154876
862,0.162545
863,0.145884
864,0.160508
865,0.191297
866,0.167064
867,0.169052
868,0.153710
869,0.171044
870,0.166318
871,0.158711
872,0.158411
873,0.156146
874,0.175428
875,0.158209
876,0.159639
877,0.166481
878,0.172117
879,0.154075
880,0.166084
881,0.153630
882,0.155712
883,0.163258
884,0.160205
885,0.164580
886,0.172071
887,0.153883
888,0.147990
889,0.168574
890,0.160578
891,0.170652
892,0.161273
893,0.139058
894,0.162096
895,0.171016
896,0.141549
897,0.146270
898,0.137230
899,0.154823
900,0.162516
901,0.147316
902,0.149444
903,0.162542
904,0.139269
905,0.141227
906,0.150280
907,0.149560
908,0.146683
909,0.151871
910,0.148884
911,0.154338
912,0.130275
913,0.138540
914,0.161507
915,0.174054
916,0.147965
917,0.149791
918,0.146796
919,0.140366
920,0.137779
921,0.132424
922,0.144589
923,0.142225
924,0.144984
925,0.149633
926,0.152992
927,0.147601
928,0.140354
929,0.146102
930,0.151976
931,0.149644
932,0.149751
933,0.138167
934,0.150528
935,0.147292
936,0.138463
937,0.144386
938,0.139519
939,0.142845
940,0.149983
941,0.149564
942,0.137977
943,0.136572
944,0.143340
945,0.144321
946,0.162327
947,0.148529
948,0.136600
949,0.118020
950,0.148044
951,0.152286
952,0.124289
953,0.159059
954,0.136314
955,0.143638
956,0.137499
957,0.137225
958,0.148475
959,0.155448
960,0.145096
961,0.127582
962,0.150830
963,0.136706
964,0.134888
965,0.147479
966,0.148790
967,0.147571
968,0.134961
969,0.132282
970,0.134632
971,0.146724
972,0.128445
973,0.142330
974,0.115775
975,0.125838
976,0.133342
977,0.126098
978,0.142059
979,0.122708
980,0.125883
981,0.134331
982,0.146262
983,0.136402
984,0.134755
985,0.121472
986,0.130117
987,0.136952
988,0.128250
989,0.149372
990,0.127019
991,0.126519
992,0.130155
993,0.123813
994,0.130405
995,0.137220
996,0.155217
997,0.123217
998,0.133966
999,0.124600
1000,0.114696
1001,0.134231
1002,0.133131
1003,0.124864
1004,0.116815
1005,0.117705
1006,0.118276
1007,0.125202
1008,0.134664
1009,0.131362
1010,0.125500
1011,0.125052
1012,0.128392
1013,0.121662
1014,0.130556
1015,0.119492
1016,0.148345
1017,0.127554
1018,0.135330
1019,0.119796
1020,0.129741
1021,0.128771
1022,0.124351
1023,0.128562
1024,0.129038
1025,0.123489
1026,0.116752
1027,0.137145
1028,0.124013
1029,0.112721
1030,0.131004
1031,0.116846
1032,0.114402
1033,0.115909
1034,0.122900
1035,0.123126
1036,0.124063
1037,0.130995
1038,0.129150
1039,0.125831
1040,0.129700
1041,0.134878
1042,0.106116
1043,0.109507
1044,0.119858
1045,0.121182
1046,0.121377
1047,0.121001
1048,0.115277
1049,0.124587
1050,0.120145
1051,0.125005
1052,0.117824
1053,0.112866
1054,0.119175
1055,0.116512
1056,0.115968
1057,0.123828
1058,0.119949
1059,0.124985
1060,0.122472
1061,0.123898
1062,0.111367
1063,0.123675
1064,0.119636
1065,0.113406
1066,0.117912
1067,0.114356
1068,0.118364
1069,0.110087
1070,0.123002
1071,0.109324
1072,0.123521
1073,0.106255
1074,0.123919
1075,0.105470
1076,0.125819
1077,0.115350
1078,0.118619
1079,0.114323
1080,0.100730
1081,0.115364
1082,0.100471
1083,0.116458
1084,0.111718
1085,0.112746
1086,0.102446
1087,0.114713
1088,0.115999
1089,0.110125
1090,0.110130
1091,0.118344
1092,0.112743
1093,0.115102
1094,0.106065
1095,0.124520
1096,0.109295
1097,0.115545
1098,0.100150
1099,0.106519
1100,0.102859
1101,0.113816
1102,0.118107
1103,0.112407
1104,0.123442
1105,0.115028
1106,0.111568
1107,0.117019
1108,0.108245
1109,0.118006
1110,0.103699
1111,0.108454
1112,0.102721
1113,0.110581
1114,0.108164
1115,0.121946
1116,0.111527
1117,0.105371
1118,0.104424
1119,0.093629
1120,0.113157
1121,0.121249
1122,0.117438
1123,0.102092
1124,0.113475
1125,0.108430
1126,0.098298
1127,0.112786
1128,0.105938
1129,0.097030
1130,0.093806
1131,0.108123
1132,0.095388
1133,0.108382
1134,0.101223
1135,0.097851
1136,0.105063
1137,0.102825
1138,0.102720
1139,0.104969
1140,0.109368
1141,0.096591
1142,0.111106
1143,0.099728
1144,0.102170
1145,0.111040
1146,0.101391
1147,0.098763
1148,0.103721
1149,0.101795
1150,0.096022
1151,0.104948
1152,0.099404
1153,0.099416
1154,0.084894
1155,0.099682
1156,0.098264
1157,0.107048
1158,0.098791
1159,0.091740
1160,0.101085
1161,0.098588
1162,0.113027
1163,0.100353
1164,0.099458
1165,0.093461
1166,0.100905
1167,0.104122
1168,0.097389
1169,0.100917
1170,0.103294
1171,0.107855
1172,0.099077
1173,0.099377
1174,0.092778
1175,0.095557
1176,0.105413
1177,0.107061
1178,0.100243
1179,0.100039
1180,0.091849
1181,0.101963
1182,0.104438
1183,0.089261
1184,0.093267
1185,0.110754
1186,0.088859
1187,0.107675
1188,0.097271
1189,0.097601
1190,0.081470
1191,0.094800
1192,0.103732
1193,0.103772
1194,0.097822
1195,0.097478
1196,0.101146
1197,0.100905
1198,0.100600
1199,0.091123
1200,0.092424
1201,0.086988
1202,0.108814
1203,0.103629
1204,0.095367
1205,0.104850
1206,0.095767
1207,0.099509
1208,0.098301
1209,0.097720
1210,0.108198
1211,0.108086
1212,0.095702
1213,0.101643
1214,0.093029
1215,0.101914
1216,0.095278
1217,0.088785
1218,0.096576
1219,0.100491
1220,0.095070
1221,0.085999
1222,0.091383
1223,0.086550
1224,0.089253
1225,0.103615
1226,0.089492
1227,0.092071
1228,0.102330
1229,0.091392
1230,0.091994
1231,0.096173
1232,0.092830
1233,0.083370
1234,0.101153
1235,0.098535
1236,0.106613
1237,0.099325
1238,0.097505
1239,0.089272
1240,0.089466
1241,0.085918
1242,0.090736
1243,0.095215
1244,0.085785
1245,0.095160
1246,0.093107
1247,0.089626
1248,0.088610
1249,0.094538
1250,0.088553
1251,0.090078
1252,0.088411
1253,0.091084
1254,0.088145
1255,0.090963
1256,0.093771
1257,0.085839
1258,0.088991
1259,0.092433
1260,0.093570
1261,0.074089
1262,0.082370
1263,0.091419
1264,0.087040
1265,0.093795
1266,0.086307
1267,0.092349
1268,0.093274
1269,0.103829
1270,0.089251
1271,0.085604
1272,0.096161
1273,0.098724
1274,0.086546
1275,0.093550
1276,0.093136
1277,0.093109
1278,0.090332
1279,0.090491
1280,0.089052
1281,0.090523
1282,0.101763
1283,0.088808
1284,0.088656
1285,0.083420
1286,0.082351
1287,0.094951
1288,0.089477
1289,0.083207
1290,0.092576
1291,0.091783
1292,0.095564
1293,0.094931
1294,0.093112
1295,0.095833
1296,0.084387
1297,0.085158
1298,0.090851
1299,0.088621
1300,0.079926
1301,0.084555
1302,0.092388
1303,0.078381
1304,0.095292
1305,0.088172
1306,0.083499
1307,0.091792
1308,0.085075
1309,0.083313
1310,0.083076
1311,0.087274
1312,0.090837
1313,0.086267
1314,0.081609
1315,0.094901
1316,0.088010
1317,0.078139
1318,0.088995
1319,0.088311
1320,0.088599
1321,0.086332
1322,0.084423
1323,0.085090
1324,0.081862
1325,0.074547
1326,0.089789
1327,0.083720
1328,0.090115
1329,0.081192
1330,0.087221
1331,0.085132
1332,0.093090
1333,0.081631
1334,0.083202
1335,0.086338
1336,0.089086
1337,0.082026
1338,0.096021
1339,0.082041
1340,0.081477
1341,0.085066
1342,0.079886
1343,0.093123
1344,0.085273
1345,0.085117
1346,0.086869
1347,0.080550
1348,0.086432
1349,0.083511
1350,0.085785
1351,0.086017
1352,0.081241
1353,0.080302
1354,0.082689
1355,0.081179
1356,0.085109
1357,0.082649
1358,0.091963
1359,0.091259
1360,0.076102
1361,0.084915
1362,0.083708
1363,0.082998
1364,0.092763
1365,0.093134
1366,0.099501
1367,0.086737
1368,0.080535
1369,0.081094
1370,0.085739
1371,0.084670
1372,0.076443
1373,0.074920
1374,0.095104
1375,0.083243
1376,0.081610
1377,0.075587
1378,0.083740
1379,0.080842
1380,0.079390
1381,0.074397
1382,0.080507
1383,0.078850
1384,0.087495
1385,0.078090
1386,0.084345
1387,0.088877
1388,0.085553
1389,0.090177
1390,0.078608
1391,0.082952
1392,0.078931
1393,0.080096
1394,0.093810
1395,0.090079
1396,0.078363
1397,0.078029
1398,0.087587
1399,0.089662
1400,0.082083
1401,0.081322
1402,0.084157
1403,0.078537
1404,0.087132
1405,0.087002
1406,0.074562
1407,0.081408
1408,0.076835
1409,0.088129
1410,0.093317
1411,0.088371
1412,0.082337
1413,0.086835
1414,0.080757
1415,0.090240
1416,0.075757
1417,0.089888
1418,0.085438
1419,0.078091
1420,0.085321
1421,0.088718
1422,0.077598
1423,0.081090
1424,0.079243
1425,0.072243
1426,0.092501
1427,0.086413
1428,0.077694
1429,0.075729
1430,0.073939
1431,0.085103
1432,0.079470
1433,0.075359
1434,0.072910
1435,0.080727
1436,0.085488
1437,0.071126
1438,0.077642
1439,0.083057
1440,0.078128
1441,0.078612
1442,0.085323
1443,0.080115
1444,0.077518
1445,0.071638
1446,0.075622
1447,0.080345
1448,0.084895
1449,0.080913
1450,0.086191
1451,0.076495
1452,0.080311
1453,0.074874
1454,0.075415
1455,0.071383
1456,0.076208
1457,0.077718
1458,0.084624
1459,0.081852
1460,0.076349
1461,0.074474
1462,0.074779
1463,0.082829
1464,0.076111
1465,0.080622
1466,0.078756
1467,0.083527
1468,0.075204
1469,0.069595
1470,0.074768
1471,0.074420
1472,0.079359
1473,0.071836
1474,0.077882
1475,0.075269
1476,0.083679
1477,0.071106
1478,0.075580
1479,0.076023
1480,0.069149
1481,0.086848
1482,0.076819
1483,0.077943
1484,0.071719
1485,0.077213
1486,0.085292
1487,0.087174
1488,0.084089
1489,0.080541
1490,0.087660
1491,0.069934
1492,0.078045
1493,0.075681
1494,0.080240
1495,0.082237
1496,0.075313
1497,0.074634
1498,0.073961
1499,0.070224
1500,0.078344
1501,0.075548
1502,0.068699
1503,0.075528
1504,0.079125
1505,0.087588
1506,0.071069
1507,0.075226
1508,0.079120
1509,0.073749
1510,0.071853
1511,0.080483
1512,0.077909
1513,0.080984
1514,0.072052
1515,0.073685
1516,0.072224
1517,0.078517
1518,0.080065
1519,0.069835
1520,0.071744
1521,0.082953
1522,0.087507
1523,0.079141
1524,0.068996
1525,0.066465
1526,0.083391
1527,0.082332
1528,0.073827
1529,0.078607
1530,0.069674
1531,0.086052
1532,0.082528
1533,0.072063
1534,0.074967
1535,0.077341
1536,0.072098
1537,0.075729
1538,0.072729
1539,0.073535
1540,0.069553
1541,0.068765
1542,0.073585
1543,0.071244
1544,0.073394
1545,0.071680
1546,0.070702
1547,0.072580
1548,0.076610
1549,0.070441
1550,0.072565
1551,0.079329
1552,0.080180
1553,0.067481
1554,0.073172
1555,0.076717
1556,0.066371
1557,0.074505
1558,0.067545
1559,0.071002
1560,0.079021
1561,0.076720
1562,0.074509
1563,0.068195
1564,0.075004
1565,0.070785
1566,0.081433
1567,0.079643
1568,0.068453
1569,0.069895
1570,0.070289
1571,0.072387
1572,0.075589
1573,0.077869
1574,0.071552
1575,0.076845
1576,0.075472
1577,0.067843
1578,0.066187
1579,0.076301
1580,0.066267
1581,0.080590
1582,0.075459
1583,0.074836
1584,0.068363
1585,0.078529
1586,0.067469
1587,0.075454
1588,0.072397
1589,0.076687
1590,0.073055
1591,0.074873
1592,0.066450
1593,0.081859
1594,0.078400
1595,0.073037
1596,0.065921
1597,0.079224
1598,0.073669
1599,0.078079
1600,0.071747
1601,0.072556
1602,0.072458
1603,0.081866
1604,0.071883
1605,0.070114
1606,0.066913
1607,0.073686
1608,0.068501
1609,0.074676
1610,0.068288
1611,0.072173
1612,0.075611
1613,0.068957
1614,0.066002
1615,0.068675
1616,0.066968
1617,0.067706
1618,0.079043
1619,0.081736
1620,0.070245
1621,0.081061
1622,0.071221
1623,0.066515
1624,0.076047
1625,0.063848
1626,0.073898
1627,0.074237
1628,0.075069
1629,0.078309
1630,0.067910
1631,0.067275
1632,0.070684
1633,0.062943
1634,0.063166
1635,0.073796
1636,0.070727
1637,0.074159
1638,0.069491
1639,0.078865
1640,0.070586
1641,0.067561
1642,0.080014
1643,0.070191
1644,0.069774
1645,0.072358
1646,0.068343
1647,0.079461
1648,0.064485
1649,0.072888
1650,0.071950
1651,0.075498
1652,0.073846
1653,0.076856
1654,0.077512
1655,0.067580
1656,0.070911
1657,0.077322
1658,0.073313
1659,0.076311
1660,0.065192
1661,0.069807
1662,0.066269
1663,0.071080
1664,0.077488
1665,0.068783
1666,0.071203
1667,0.070044
1668,0.066384
1669,0.071082
1670,0.071735
1671,0.071876
1672,0.063722
1673,0.070840
1674,0.069579
1675,0.059402
1676,0.080177
1677,0.074778
1678,0.076587
1679,0.072254
1680,0.064928
1681,0.066829
1682,0.070888
1683,0.063957
1684,0.067405
1685,0.082594
1686,0.061805
1687,0.067052
1688,0.062619
1689,0.064278
1690,0.059290
1691,0.073731
1692,0.067137
1693,0.065862
1694,0.073464
1695,0.067418
1696,0.069242
1697,0.069099
1698,0.066009
1699,0.063279
1700,0.060543
1701,0.067214
1702,0.071473
1703,0.064173
1704,0.070771
1705,0.065752
1706,0.063233
1707,0.065934
1708,0.064791
1709,0.067137
1710,0.076394
1711,0.066608
1712,0.071750
1713,0.064396
1714,0.063780
1715,0.079256
1716,0.063619
1717,0.065573
1718,0.072200
1719,0.056697
1720,0.064191
1721,0.067501
1722,0.071111
1723,0.062600
1724,0.064148
1725,0.070755
1726,0.069815
1727,0.067416
1728,0.068823
1729,0.058038
1730,0.068832
1731,0.062404
1732,0.067070
1733,0.068559
1734,0.064690
1735,0.068969
1736,0.070203
1737,0.074874
1738,0.072725
1739,0.067177
1740,0.074115
1741,0.063217
1742,0.069942
1743,0.070645
1744,0.066895
1745,0.066885
1746,0.072702
1747,0.066137
1748,0.060127
1749,0.065414
1750,0.068502
1751,0.061905
1752,0.067651
1753,0.069492
1754,0.077278
1755,0.067555
1756,0.069968
1757,0.066812
1758,0.068203
1759,0.067872
1760,0.068405
1761,0.067150
1762,0.069128
1763,0.067452
1764,0.072615
1765,0.065536
1766,0.059276
1767,0.062367
1768,0.065422
1769,0.067227
1770,0.069625
1771,0.061363
1772,0.064759
1773,0.068696
1774,0.070652
1775,0.065617
1776,0.066784
1777,0.065584
1778,0.063497
1779,0.060915
1780,0.071640
1781,0.067151
1782,0.061683
1783,0.066919
1784,0.061781
1785,0.067219
1786,0.074228
1787,0.064609
1788,0.069421
1789,0.069248
1790,0.061788
1791,0.065770
1792,0.075369
1793,0.068219
1794,0.065508
1795,0.066757
1796,0.065965
1797,0.059075
1798,0.064354
1799,0.069028
1800,0.074549
1801,0.061052
1802,0.060676
1803,0.064273
1804,0.064506
1805,0.062757
1806,0.067774
1807,0.063454
1808,0.063634
1809,0.067318
1810,0.069868
1811,0.066045
1812,0.062430
1813,0.066872
1814,0.059021
1815,0.067496
1816,0.062799
1817,0.067893
1818,0.063470
1819,0.068561
1820,0.067318
1821,0.064780
1822,0.064882
1823,0.060711
1824,0.065750
1825,0.059744
1826,0.057496
1827,0.071825
1828,0.064446
1829,0.061145
1830,0.066817
1831,0.068515
1832,0.060487
1833,0.063252
1834,0.061498
1835,0.057296
1836,0.060247
1837,0.060827
1838,0.061329
1839,0.063936
1840,0.064421
1841,0.059942
1842,0.061023
1843,0.067378
1844,0.064011
1845,0.053708
1846,0.066476
1847,0.066531
1848,0.061170
1849,0.058167
1850,0.064584
1851,0.068250
1852,0.057848
1853,0.058920
1854,0.062652
1855,0.058818
1856,0.068245
1857,0.061676
1858,0.067075
1859,0.059703
1860,0.067055
1861,0.075841
1862,0.063985
1863,0.065335
1864,0.060768
1865,0.060749
1866,0.064366
1867,0.060698
1868,0.063743
1869,0.068080
1870,0.061689
1871,0.061251
1872,0.060709
1873,0.059535
